biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals.count,recent_ride_totals.distance,recent_ride_totals.moving_time,recent_ride_totals.elapsed_time,recent_ride_totals.elevation_gain,recent_ride_totals.achievement_count,all_ride_totals.count,all_ride_totals.distance,all_ride_totals.moving_time,all_ride_totals.elapsed_time,all_ride_totals.elevation_gain,recent_run_totals.count,recent_run_totals.distance,recent_run_totals.moving_time,recent_run_totals.elapsed_time,recent_run_totals.elevation_gain,recent_run_totals.achievement_count,all_run_totals.count,all_run_totals.distance,all_run_totals.moving_time,all_run_totals.elapsed_time,all_run_totals.elevation_gain,recent_swim_totals.count,recent_swim_totals.distance,recent_swim_totals.moving_time,recent_swim_totals.elapsed_time,recent_swim_totals.elevation_gain,recent_swim_totals.achievement_count,all_swim_totals.count,all_swim_totals.distance,all_swim_totals.moving_time,all_swim_totals.elapsed_time,all_swim_totals.elevation_gain,ytd_ride_totals.count,ytd_ride_totals.distance,ytd_ride_totals.moving_time,ytd_ride_totals.elapsed_time,ytd_ride_totals.elevation_gain,ytd_run_totals.count,ytd_run_totals.distance,ytd_run_totals.moving_time,ytd_run_totals.elapsed_time,ytd_run_totals.elevation_gain,ytd_swim_totals.count,ytd_swim_totals.distance,ytd_swim_totals.moving_time,ytd_swim_totals.elapsed_time,ytd_swim_totals.elevation_gain
13135.9,2.7999999999999545,0,0.0,0,0,0.0,0,1,13136,1937,1964,45,11,81761.08081054688,29985,31884,482.1827440261841,12,185,1580610,569761,614812,9304,0,0.0,0,0,0.0,0,3,2491,3194,4815,0,1,13136,1937,1964,45,41,271665,97328,104810,1421,2,1577,1986,3314,0
