biggest_ride_distance,biggest_climb_elevation_gain,recent_ride_totals.count,recent_ride_totals.distance,recent_ride_totals.moving_time,recent_ride_totals.elapsed_time,recent_ride_totals.elevation_gain,recent_ride_totals.achievement_count,all_ride_totals.count,all_ride_totals.distance,all_ride_totals.moving_time,all_ride_totals.elapsed_time,all_ride_totals.elevation_gain,recent_run_totals.count,recent_run_totals.distance,recent_run_totals.moving_time,recent_run_totals.elapsed_time,recent_run_totals.elevation_gain,recent_run_totals.achievement_count,all_run_totals.count,all_run_totals.distance,all_run_totals.moving_time,all_run_totals.elapsed_time,all_run_totals.elevation_gain,recent_swim_totals.count,recent_swim_totals.distance,recent_swim_totals.moving_time,recent_swim_totals.elapsed_time,recent_swim_totals.elevation_gain,recent_swim_totals.achievement_count,all_swim_totals.count,all_swim_totals.distance,all_swim_totals.moving_time,all_swim_totals.elapsed_time,all_swim_totals.elevation_gain,ytd_ride_totals.count,ytd_ride_totals.distance,ytd_ride_totals.moving_time,ytd_ride_totals.elapsed_time,ytd_ride_totals.elevation_gain,ytd_run_totals.count,ytd_run_totals.distance,ytd_run_totals.moving_time,ytd_run_totals.elapsed_time,ytd_run_totals.elevation_gain,ytd_swim_totals.count,ytd_swim_totals.distance,ytd_swim_totals.moving_time,ytd_swim_totals.elapsed_time,ytd_swim_totals.elevation_gain
13135.9,2.7999999999999545,0,0.0,0,0,0.0,0,1,13136,1937,1964,45,11,70341.49096679688,25760,27638,344.1216707229614,5,184,1564230,563738,608650,9149,0,0.0,0,0,0.0,0,3,2491,3194,4815,0,1,13136,1937,1964,45,40,255285,91305,98648,1266,2,1577,1986,3314,0
